,JPM,XOM,PG,D,VZ,EQR,NEM,AAPL,BA,JNJ,NKE
Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
11/01/2021,129.507324,42.118797,130.392288,66.93766,51.014168,53.71899,56.833519,127.255737,206.789993,150.39093,143.990509
12/01/2021,131.543076,43.053967,129.635559,65.887573,50.836601,54.181686,57.328922,127.078163,208.410004,149.220795,142.032135
13/01/2021,131.665024,43.539543,129.834198,66.54158,50.659039,55.125587,56.943611,129.140213,207.210007,148.994339,140.063904
14/01/2021,132.434265,45.239037,128.453186,65.417816,50.641277,55.884415,58.099552,127.186691,209.910004,151.598816,138.360153
15/01/2021,130.060837,43.062958,127.48838,66.394218,50.943142,56.994884,56.750957,125.440338,204.320007,151.268539,137.792206
19/01/2021,129.497971,43.917202,126.3722,65.362564,50.650162,55.810375,56.741776,126.121132,210.710007,153.60881,136.37236
20/01/2021,127.556068,44.537659,124.792542,65.933647,50.836601,57.068909,58.273853,130.264969,211.449997,153.231339,139.828918
21/01/2021,126.486588,43.260784,124.669777,66.136299,50.845478,57.198475,57.163795,135.040283,207.410004,152.617966,138.663681
22/01/2021,125.510948,42.649323,123.708679,66.587639,51.023052,56.967125,56.650036,137.210861,205.839996,154.335434,136.450714
25/01/2021,123.944298,42.172745,125.840286,67.757454,51.866474,57.068909,56.549122,141.009399,203.360001,156.628494,134.688156
26/01/2021,123.437714,41.246563,126.649147,67.831131,50.22401,57.957294,56.402336,141.24617,202.059998,160.874985,132.289139
27/01/2021,119.947914,40.778973,122.167076,67.315331,48.945541,56.263824,54.026249,140.160889,194.029999,158.421463,128.294022
28/01/2021,122.058693,41.417419,124.051262,66.93766,49.158627,57.707443,54.796879,135.257339,197.229996,159.629349,131.917023
29/01/2021,120.707794,40.320385,122.005302,67.140305,48.608173,57.041157,54.677605,130.195923,194.190002,153.939102,130.810562
01/02/2021,121.598999,40.392315,122.728523,66.946877,48.190895,57.531609,54.934483,132.346771,195.839996,153.54277,132.886459
02/02/2021,125.342094,41.030758,122.557228,67.02977,48.386219,57.263248,54.705128,133.18541,200.940002,152.164993,136.685715
03/02/2021,126.777412,42.640331,122.709503,66.845551,48.643684,58.373722,54.04459,132.149429,207.389999,151.45726,135.745667
04/02/2021,129.694977,43.458614,122.785622,66.9561,48.954418,59.336124,52.897831,135.553314,210.639999,152.863312,137.704071
05/02/2021,129.441681,44.915318,123.299507,67.923264,49.114231,60.113449,54.402382,135.133362,207.929993,155.184692,142.090851
08/02/2021,131.468002,46.848621,122.918839,68.006165,48.874523,61.149899,55.429882,135.281586,211.949997,155.62825,140.426254
09/02/2021,130.942688,46.299931,122.443047,67.342949,48.830128,61.020351,55.053745,134.392288,215.119995,156.902176,138.83992
10/02/2021,131.0177,46.748024,122.014816,67.324547,48.794617,61.825436,54.769352,133.779663,211.919998,157.411758,139.496017
11/02/2021,130.651871,45.577488,122.119499,67.296898,48.474998,62.704544,53.558369,133.522781,210.660004,156.703995,140.553513
12/02/2021,132.509323,46.199337,121.443871,66.200775,48.119869,62.445454,54.072121,133.759903,210.979996,157.194687,139.163055
16/02/2021,135.698914,47.58934,121.729347,65.519142,48.075485,62.167824,53.026272,131.605835,217.179993,155.769791,138.761597
17/02/2021,136.121094,48.330063,122.243225,66.679764,50.596897,61.8717,52.283173,129.283798,215.520004,156.326538,140.994156
18/02/2021,136.580734,47.571056,123.261429,66.974518,50.588017,61.529297,52.622608,128.167236,208.479996,156.402023,142.071274
19/02/2021,138.860397,47.891121,120.968063,65.537567,50.11747,61.973495,51.989605,128.325333,217.470001,153.797501,139.065155
22/02/2021,140.164383,49.656055,120.454201,65.556,50.11747,61.890205,52.741879,124.501358,212.880005,153.702576,133.826462
23/02/2021,141.290131,50.341919,121.348694,66.357368,50.632401,63.407852,52.145557,124.363007,212.119995,152.344727,133.297729
24/02/2021,143.776138,51.8508,121.481926,65.556,50.712307,64.175919,52.365742,123.859077,229.339996,154.386276,132.827667
25/02/2021,141.824829,50.991188,120.454201,65.058586,50.161858,61.751389,51.48502,119.550941,216.449997,154.547653,132.719971
26/02/2021,138.062973,49.72007,117.551796,62.930801,49.096474,60.529877,49.888733,119.817734,212.009995,150.464661,132.244095
01/03/2021,141.186951,51.576458,118.275017,64.413803,49.149746,61.769905,50.136433,126.270058,224.389999,151.28125,135.060074
02/03/2021,140.727249,51.274685,117.903885,64.294052,48.81237,62.001255,52.10886,123.631821,223.139999,150.996399,134.44194
03/03/2021,143.4478,51.686195,117.199707,64.091415,49.1675,63.454117,51.256596,120.608208,228.559998,148.337646,131.733887
04/03/2021,141.243195,53.688892,116.238586,63.208344,48.652565,62.667526,51.33997,118.701172,224.710007,145.346634,129.555664
05/03/2021,141.571564,55.719036,119.883224,64.937279,49.717945,63.722477,52.562794,119.97583,223.220001,148.223724,130.841003
08/03/2021,143.4478,55.664162,121.148865,66.926483,50.419331,65.638046,52.238552,114.976006,224.029999,149.458115,132.028214
09/03/2021,142.434662,54.804562,120.073547,67.800247,49.895515,65.545517,53.035236,119.64975,230.610001,149.742996,133.39209
10/03/2021,145.530426,56.487198,121.177414,68.051224,50.6768,66.091484,53.896774,118.552956,245.339996,151.119812,135.001221
11/03/2021,144.770569,56.06654,120.768219,67.32618,49.282917,66.267303,54.146896,120.509399,252,151.110321,138.533508
12/03/2021,146.487289,56.670094,121.938698,68.357971,49.389454,67.960777,54.647144,119.590454,269.190002,151.547119,137.807434
15/03/2021,145.755569,55.22522,122.338371,69.287514,49.398338,69.459908,56.898243,122.515259,265.630005,152.325745,142.212921
16/03/2021,144.010666,54.054688,122.699989,69.055115,49.398338,68.275414,57.268795,124.076469,255.210007,153.227814,141.928406
17/03/2021,145.492889,54.292454,122.205147,68.014038,49.495991,68.36795,58.334137,123.276108,263.589996,152.658081,142.0952
18/03/2021,147.89447,51.951397,122.471596,68.320793,49.993172,68.016304,57.676399,119.096413,256.059998,152.373199,140.476227
19/03/2021,145.539795,51.658764,121.814987,68.181358,49.93103,66.100739,57.370697,118.562836,255.820007,151.964905,134.903137
22/03/2021,141.627838,51.128368,123.879959,68.320793,50.24176,66.655968,56.407265,121.922386,251.229996,152.401703,135.668442
23/03/2021,140.211288,50.497383,126.182869,68.952866,50.525867,66.452393,55.693943,121.082512,241.25,152.259277,134.54007
24/03/2021,141.2995,51.521595,126.144798,68.93428,50.614643,66.193283,55.925545,118.661636,239.240005,153.740585,130.654572
25/03/2021,143.110107,51.375275,127.020271,69.919594,50.943142,66.730003,55.471626,119.155693,247.190002,153.797516,126.219627
26/03/2021,145.492889,52.774422,128.894928,70.440132,51.6534,67.824646,56.972351,119.768318,244.869995,156.608185,130.487778
29/03/2021,143.23204,52.490929,130.912354,71.295288,52.230484,67.451355,57.583763,119.946182,250.520004,157.66217,130.978378
30/03/2021,144.920639,51.841652,128.894928,70.207741,52.017395,67.96463,55.471626,118.473907,252.009995,156.684143,130.448532
31/03/2021,142.809891,51.055206,128.875885,70.607452,51.626766,66.84478,55.832909,120.697151,254.720001,156.057449,130.389664
01/04/2021,144.198303,52.481789,127.78154,70.384354,51.759933,67.666,57.259533,121.537025,252.960007,154.614151,130.036423
05/04/2021,144.962646,51.667904,129.846527,71.025742,52.265991,67.330048,57.889473,124.40255,259.359985,155.183868,132.577698
06/04/2021,143.943497,51.521595,129.894104,70.997841,52.479073,66.816803,58.176647,124.708855,255.169998,155.145889,134.579315
07/04/2021,146.198822,51.75021,130.122482,70.849121,52.381416,67.507355,57.444809,126.378746,252.580002,155.354782,133.970993
08/04/2021,146.378113,51.210667,130.61734,70.839813,51.688641,66.966103,57.250267,128.809479,254.949997,154.74707,131.16481
09/04/2021,147.472733,51.091785,129.770386,70.923492,51.589931,66.90078,56.981617,131.418091,252.360001,153.113846,132.901474
12/04/2021,147.161331,50.753429,130.293808,70.886307,51.634796,66.984764,56.147877,129.679031,249.520004,153.484177,134.069107
13/04/2021,145.406174,50.945469,128.571381,72.011047,51.706589,67.320717,57.667141,132.83107,253.270004,151.433167,131.027405
14/04/2021,142.688477,52.417774,129.037674,71.964577,51.778378,66.620842,57.296581,130.459625,252.429993,151.850967,129.771484
15/04/2021,143.59436,52.10685,130.598312,72.791855,51.778378,67.404709,60.01088,132.900238,251.110001,152.297256,131.154968
16/04/2021,144.66069,51.81422,130.607834,73.330978,52.298851,67.768654,60.594498,132.564301,248.179993,154.053909,131.782944
19/04/2021,144.047302,51.649612,129.998779,73.191544,52.39756,68.151268,60.075729,133.236191,244.149994,154.481216,130.075668
20/04/2021,140.857819,50.56139,131.083603,74.465019,52.39756,69.140442,60.992844,131.526794,234.059998,158.079971,124.718414
21/04/2021,142.056213,51.210667,130.227158,74.548676,52.173222,69.86834,61.900688,131.912155,235.919998,158.184418,127.455933
22/04/2021,139.064865,50.543102,128.934296,73.823624,51.401478,69.037804,60.863144,130.370728,234.330002,156.845566,126.749466
23/04/2021,141.725952,50.817444,128.273483,73.786453,51.41943,69.597725,60.881683,132.722397,238.380005,157.168427,127.740463
26/04/2021,142.075073,50.918037,125.706863,73.13578,51.096375,69.728363,60.474072,133.11763,241.440002,155.83905,129.123947
27/04/2021,142.726196,51.585606,125.630234,72.773262,50.540005,69.411072,59.482845,132.79155,242.470001,154.946472,129.624344
28/04/2021,143.650986,53.140213,125.840919,72.16906,50.638718,68.711174,59.473579,131.991211,235.460007,153.807022,128.250671
29/04/2021,146.444168,53.899231,126.903976,73.451813,51.437378,68.627197,57.722725,131.892395,235.940002,155.915024,130.752701
30/04/2021,145.141937,52.344612,127.775475,74.269821,51.859142,69.271095,57.815365,129.896408,234.309998,154.51918,130.124725
03/05/2021,144.717331,53.78949,129.288635,74.706696,51.975803,68.496552,59.714439,130.963562,235.190002,156.874054,130.527039
04/05/2021,146.717819,54.127842,128.848083,73.814346,52.586014,67.498016,59.306831,126.329346,233.630005,159.304901,129.074875
05/05/2021,148.642868,55.755608,127.813797,72.457222,52.666779,67.124748,60.06646,126.576378,228.179993,158.640198,129.722473
06/05/2021,151.634216,56.286011,129.422699,72.949875,53.2052,68.664513,61.965542,128.196869,229.809998,159.276398,130.978378
07/05/2021,152.153214,57.090748,129.432297,72.921989,52.693703,69.103119,62.37315,128.879822,235.470001,159.998062,135.217087
10/05/2021,152.134354,57.227921,131.845688,73.860825,53.411591,69.616371,63.31805,125.554146,232.929993,161.678757,133.833633
11/05/2021,149.605362,55.408112,131.194443,73.089302,52.532173,69.233765,63.716396,124.623749,228.880005,160.358871,134.54007
12/05/2021,148.576813,55.705006,129.805786,71.704292,52.415516,67.17141,62.864132,121.515823,220.779999,159.713165,130.880249
13/05/2021,152.39856,55.018436,131.893555,72.856918,52.77446,68.888489,63.8461,123.693344,222.639999,161.384384,131.0961
14/05/2021,154.76712,56.382301,132.171295,72.568764,52.666779,69.121788,65.541359,126.148003,228.470001,161.631271,133.372467
17/05/2021,155.389923,57.699772,131.903122,72.196945,51.993748,69.028473,68.552101,124.980072,227.979996,161.792694,133.84343
18/05/2021,153.200668,56.066849,130.55278,71.722885,51.311741,69.513718,68.904114,123.57457,227.550003,161.84967,133.009415
19/05/2021,152.030548,54.721542,130.820953,71.555573,51.078423,68.589874,68.237137,123.416214,224.419998,161.498337,130.458344
20/05/2021,151.766327,54.591648,132.161728,71.797241,50.961773,69.541718,68.413147,126.009438,227.649994,162.438354,130.762543
21/05/2021,153.493164,54.665871,132.161728,72.717491,51.069454,69.989655,68.116707,124.148651,234.820007,162.333939,130.163986
24/05/2021,154.323578,55.306057,132.123428,71.657814,51.132271,71.090836,68.626213,125.801598,237.440002,162.954956,131.537659
25/05/2021,152.728836,54.053528,132.573502,70.653915,50.683575,71.072166,67.810989,125.603638,240.740005,162.50592,131.79277
26/05/2021,152.709961,54.684433,132.276627,70.598152,50.575897,71.286804,67.801743,125.554146,241.369995,161.540894,134.314407
27/05/2021,155.087936,54.331867,129.26947,70.170555,50.513084,71.566757,67.709084,124.000183,250.699997,161.292465,133.990616
28/05/2021,154.984131,54.155586,129.144974,70.774757,50.692562,72.275978,68.070381,123.337021,247.020004,161.712875,134.162643
01/06/2021,156.692154,56.094681,127.258324,70.226341,50.593842,73.927742,68.505775,123.010391,254.729996,158.158524,132.245499
02/06/2021,156.701599,56.540024,127.813797,71.007149,50.836132,74.655632,67.852463,123.78244,255.619995,158.798676,131.911194
03/06/2021,156.805389,56.762699,130.102707,71.897545,51.132271,74.198387,66.321808,122.277962,250.320007,158.645813,131.911194
04/06/2021,157.06015,57.013203,130.198441,71.71946,51.41943,73.610458,66.685806,124.603958,249.919998,158.578918,131.488464
07/06/2021,156.324127,56.642086,130.64856,71.616371,51.329693,74.151703,66.741814,124.613853,252.660004,157.499268,131.694901
08/06/2021,155.701309,57.644108,129.135391,71.054001,51.284824,74.347687,65.267166,125.445259,252.759995,156.113846,131.105026
09/06/2021,153.757431,58.126564,129.087494,71.700722,51.195087,74.049057,65.323158,125.831276,248.059998,158.215851,129.620438
10/06/2021,151.36055,58.219345,130.045212,72.59111,51.455322,75.402206,66.321808,124.821701,248.339996,159.639511,128.774918
11/06/2021,151.256744,57.681213,129.154556,72.469269,51.446362,75.35553,65.621826,126.049026,247.279999,157.613937,129.718765
14/06/2021,148.690048,57.588436,129.202454,73.359665,51.311741,75.50486,65.173828,129.147049,245.139999,158.005661,129.148529
15/06/2021,146.434738,59.685268,128.953445,73.219093,51.410458,74.385017,64.473831,128.315659,246.539993,157.164841,128.096527
16/06/2021,147.463318,59.471867,127.162552,71.700722,50.827168,73.89975,63.885838,128.820435,242.270004,157.107513,128.204681
17/06/2021,143.207474,57.514221,128.321365,71.96315,50.728447,73.713104,59.424568,130.443649,239.220001,157.862335,126.749588
18/06/2021,139.583878,56.039017,126.444298,70.126122,50.091312,72.443954,58.444576,129.127258,237.350006,154.766617,126.248199
21/06/2021,141.952423,58.070896,127.440285,71.138359,50.602821,74.058395,59.200569,130.948486,245.279999,156.543793,127.890091
22/06/2021,141.744812,59.18425,127.488152,70.904037,50.584869,73.778435,58.724571,132.611298,243.779999,156.333603,130.24968
23/06/2021,142.603546,59.620316,127.30619,69.873062,50.315662,73.759773,58.481915,132.334183,243.570007,155.387665,130.859238
24/06/2021,143.915207,59.861538,127.39241,69.929298,50.584869,73.255836,58.145916,132.047119,250.570007,156.094727,131.350815
25/06/2021,145.368423,59.99144,129.212021,70.397926,50.593842,73.888748,58.500584,131.750198,248.380005,156.897324,151.75148
28/06/2021,145.632629,58.460571,129.595108,70.51976,50.414379,73.108185,58.47258,133.403152,239.960007,156.715775,149.794983
29/06/2021,145.453354,58.098728,128.71402,68.8983,50.109264,72.938927,58.407249,134.937317,235.759995,156.725327,153.324539
30/06/2021,146.774445,58.525517,129.221603,68.954529,50.279762,72.412285,59.153904,135.560867,239.559998,157.403717,151.889145
01/07/2021,148.227661,58.69252,129.518494,69.460655,50.513084,73.371506,58.668583,135.867691,239.729996,158.569397,155.340042
02/07/2021,148.085281,58.609016,130.150558,69.554382,50.64769,73.775887,59.135235,138.530212,236.679993,161.454895,157.050751
06/07/2021,145.598709,56.93898,130.227142,70.660355,50.620766,74.208481,59.629894,140.569168,236.139999,160.489868,157.414505
07/07/2021,145.769531,56.048294,131.20401,70.894661,50.728447,74.82917,59.387238,143.093155,231.779999,161.865753,157.463669
08/07/2021,143.254456,55.797787,131.184875,71.185226,50.526997,75.572098,58.575237,141.776703,236.770004,161.550446,157.925766
09/07/2021,147.838547,56.809086,131.232758,70.810326,50.880909,76.841667,59.713898,143.627609,239.589996,162.190598,158.289536
12/07/2021,149.955002,56.753418,131.338089,70.810326,50.953503,77.499962,58.976574,143.023834,238.289993,161.932617,159.095734
13/07/2021,147.724655,56.484364,131.175278,69.826187,50.899055,76.409081,59.144566,144.152191,228.199997,161.731979,158.869583
14/07/2021,147.221634,55.231831,132.142563,70.51976,51.107765,77.829109,59.135235,147.626297,224.449997,162.830765,158.820419
15/07/2021,147.544342,54.69371,133.272644,71.363297,51.316479,78.261711,59.256569,146.963165,222.759995,160.872055,158.967896
16/07/2021,144.175079,53.181393,134.565521,72.319313,51.23481,78.769516,57.613922,144.894531,217.740005,160.61409,157.15889
19/07/2021,139.486603,51.353634,134.498505,71.100861,50.672192,77.490555,56.643269,140.994781,206.990005,159.448395,155.212204
20/07/2021,142.087112,51.91959,133.780212,70.922791,50.436256,79.822784,56.409939,144.656998,217.149994,160.948486,157.050751
21/07/2021,145.076721,53.589626,133.310944,70.032379,50.772018,79.662918,56.335274,143.914642,222.539993,161.942184,158.368195
22/07/2021,143.24498,52.986557,132.800186,69.723091,50.772018,78.901176,56.195278,145.300323,220.869995,162.410355,160.924393
23/07/2021,142.969727,52.921612,134.717972,70.594742,50.708488,79.766373,56.101944,147.042358,221.520004,164.139755,163.559296
26/07/2021,143.928299,54.257648,135.190186,70.379173,50.617741,79.456032,56.36327,147.467972,225.850006,164.216187,162.310684
27/07/2021,143.738495,53.654575,135.739532,72.010017,50.998875,79.785172,57.231258,145.270645,222.270004,164.970993,161.799438
28/07/2021,143.975769,54.016418,133.725342,70.988396,50.563297,79.145699,57.753922,143.498932,231.570007,164.51239,162.674438
29/07/2021,145.209579,54.675152,134.41922,70.772827,50.799229,79.43721,58.537914,144.152191,231.630005,164.51239,164.17868
30/07/2021,144.051682,53.413345,137.069443,70.172989,50.617741,79.11747,58.631241,144.369949,226.479996,164.531494,164.689911
02/08/2021,143.472763,53.42263,136.732147,70.622864,50.599586,78.919991,57.84726,144.033417,225.339996,164.598404,165.909058
03/08/2021,145.105194,53.997864,138.727036,70.763458,50.572369,79.314957,58.47258,145.85463,229.089996,166.623962,168.34729
04/08/2021,143.539185,52.736053,137.262192,70.735344,50.245689,78.995209,57.735256,145.448822,226.630005,165.639847,169.015854
05/08/2021,145.351929,53.070065,137.329636,71.307068,50.182171,79.578285,57.165928,145.557678,229.940002,165.95517,170.923187
06/08/2021,149.480453,53.682411,136.279205,71.232086,50.109573,79.634705,55.83128,144.8638,231.330002,165.40097,169.890884
09/08/2021,149.319107,53.070065,137.02124,71.232086,50.018826,78.64727,54.916622,144.81424,232.270004,165.974243,168.878204
10/08/2021,151.150818,53.979301,137.108002,71.644485,50.345512,77.20842,54.179298,144.328522,235.779999,166.031601,169.369797
11/08/2021,152.954086,54.137028,137.445297,72.103752,50.427177,77.057968,55.308617,144.586243,239.490005,166.060257,168.386627
12/08/2021,153.552002,54.014587,137.763321,72.50676,50.490704,77.10498,54.459293,147.589798,238.179993,167.397888,167.767227
13/08/2021,151.834152,53.468323,138.428299,72.834816,50.699409,77.735069,54.916622,147.797958,234.460007,168.401138,168.799561
16/08/2021,150.837616,52.686592,139.391998,73.53775,50.799229,77.706833,54.95396,149.800308,229.059998,169.920334,169.458267
17/08/2021,149.015381,52.328697,139.623306,73.687721,50.980732,77.622215,54.935287,148.878448,222.220001,171.477768,167.786911
18/08/2021,147.658218,51.226738,138.100632,73.087883,50.33643,76.860474,53.115318,145.081879,219,169.299286,165.968033
19/08/2021,146.424408,49.663288,139.729309,74.100121,50.245689,77.471733,52.751324,145.418915,212.160004,170.617844,162.802246
20/08/2021,146.84201,49.672699,139.825684,75.028008,50.381813,77.594002,52.592655,146.895905,212.669998,171.449097,164.965195
23/08/2021,148.721161,51.716496,139.112534,74.025131,50.291061,77.434128,53.927307,148.402634,219.399994,170.708984,166.862732
24/08/2021,149.641815,52.140331,137.98497,73.61274,49.919003,76.898079,53.647312,148.313416,221.429993,168.575272,167.118332
25/08/2021,152.726303,52.234505,137.493484,73.631485,49.846416,77.076759,53.115318,147.064423,221.029999,167.460327,166.980698
26/08/2021,153.514038,51.52813,137.252548,73.528389,49.546947,77.857323,52.853989,146.251572,216.5,166.566452,164.109848
27/08/2021,154.747833,52.526482,137.146545,73.284691,49.701214,78.383949,54.309959,147.302322,221.75,166.210846,165.03064
30/08/2021,152.270737,51.951958,137.744049,73.387794,49.701214,79.333771,53.675312,151.782837,217.660004,166.912491,165.473785
31/08/2021,151.805695,51.349178,137.223648,72.95665,49.909927,79.061035,54.123306,150.50412,219.5,166.403091,162.233826
01/09/2021,151.587418,50.642803,138.621017,74.025131,49.855484,80.46228,54.020641,151.178162,218.119995,166.98938,162.056564
02/09/2021,152.289749,51.87661,138.727036,74.535324,50.173092,80.857254,54.795296,152.308197,220.830002,168.133133,161.18013
03/09/2021,151.36911,51.678822,138.82341,74.053474,50.300133,80.490494,55.69128,152.952545,218.169998,168.238831,160.805908
07/09/2021,151.103394,51.377438,138.302994,72.29615,49.746593,78.374542,54.393963,155.321655,214.240005,165.624542,160.165771
08/09/2021,150.42952,50.906513,139.35347,73.543282,49.828259,79.014023,54.233791,153.755478,211.380005,165.220856,158.265152
09/09/2021,151.084381,50.944187,138.765594,74.129066,49.401749,77.556374,53.998238,152.724564,213.940002,161.539688,160.855118
10/09/2021,149.347549,50.840584,138.900497,73.033104,49.211185,76.55954,53.696728,147.669098,210.300003,160.482407,161.101334
13/09/2021,151.720276,52.149746,140.394257,72.315048,49.565098,77.06736,53.743843,148.244034,214.479996,159.35788,157.093246
14/09/2021,149.072342,51.405693,140.153336,71.946579,49.374531,76.907494,53.894588,146.826508,211.570007,158.396729,156.344818
15/09/2021,150.106842,53.138676,139.854599,71.3797,49.519726,77.095581,54.375118,147.728546,214.220001,158.99263,155.507736
16/09/2021,150.04039,52.573574,138.881226,70.793922,49.392685,76.907494,52.226875,147.490646,213.360001,158.80043,155.202469
17/09/2021,149.651276,51.951958,139.102875,70.028625,49.256569,75.47805,52.029011,144.784485,213.360001,158.348694,154.040405
20/09/2021,145.171616,50.567455,137.70549,70.48214,49.238415,75.816597,50.888931,141.691757,209.5,157.445206,151.903412
21/09/2021,145.190582,50.520359,137.917511,70.397102,49.029701,75.891846,51.360039,142.177444,208.509995,158.137207,152.661728
22/09/2021,147.97139,51.999054,138.389755,70.708885,49.056931,76.521927,51.491947,144.576324,216.979996,157.560516,155.044876
23/09/2021,152.973053,53.760296,138.958344,70.160919,49.38361,77.518753,50.926617,145.547775,221.100006,158.454407,157.152344
24/09/2021,154.738358,54.240631,138.341568,70.463242,49.338234,77.246872,50.757023,145.636993,221.389999,157.973816,147.314301
27/09/2021,158.477737,55.851181,136.520111,69.735733,49.428982,75.873199,50.78529,144.100525,224.160004,156.830048,145.787888
28/09/2021,157.62355,56.435123,135.488937,69.102715,49.147671,76.138474,51.425995,140.670731,218.410004,156.484055,143.089584
29/09/2021,157.500183,56.397453,136.867081,70.245934,49.347309,77.256355,50.60627,141.582703,225.360001,157.647049,143.798615
30/09/2021,155.355255,55.399101,134.727615,68.989342,49.011543,76.659508,51.162178,140.264328,219.940002,155.22496,143.02063
01/10/2021,158.620102,57.386379,134.51561,68.299644,49.274712,77.256355,50.464935,141.404282,226,154.23497,144.822784
04/10/2021,158.44928,58.130436,133.754257,69.30114,49.456207,78.620522,51.510792,137.924911,223.789993,153.033554,144.901566
05/10/2021,161.036758,58.036251,134.274658,68.762596,49.465275,78.800522,50.719337,139.877731,224.419998,153.379547,147.186279
06/10/2021,161.380493,56.971973,136.067184,70.075874,49.483433,79.331047,51.378883,140.759933,224.990005,153.696732,146.536346
07/10/2021,162.402145,57.132084,137.156204,69.773514,49.492611,79.226837,51.454262,142.038681,226.479996,155.071152,149.539948
08/10/2021,162.526245,58.563683,136.587601,68.687012,48.886574,78.374222,51.1716,141.652084,226.389999,154.677109,150.160355
11/10/2021,159.108063,57.979744,137.156204,68.13903,47.91325,78.38369,51.067955,141.562881,226.449997,154.023514,147.993805
12/10/2021,157.885941,57.678352,136.953796,68.516937,47.132759,78.847885,51.614429,140.274216,223.570007,151.562988,151.01712
13/10/2021,153.722992,57.518242,137.27182,69.32003,47.151119,79.605774,53.112556,139.679474,221.779999,153.014313,153.922241
14/10/2021,156.08136,58.39415,138.82341,69.584564,47.674511,80.75206,54.431652,142.504578,217.440002,153.888962,154.749435
15/10/2021,159.079422,58.949841,139.179977,69.064934,47.995892,80.126816,53.734413,143.575134,217.039993,155.03273,155.606216
18/10/2021,159.022156,58.921585,137.175476,67.987846,47.665329,80.344696,53.121971,145.270233,216.979996,153.898575,157.004623
19/10/2021,160.950836,59.806911,135.556412,71.067909,48.069355,79.577339,53.696728,147.460922,215.970001,157.502853,155.419113
20/10/2021,163.11824,60.136559,136.086472,72.362289,49.226322,80.75206,53.856907,147.956543,216.169998,157.416367,156.03952
21/10/2021,161.838806,59.044018,135.107071,73.023651,49.024311,80.609955,53.875755,148.174622,214.339996,157.051102,159.712784
22/10/2021,164.015747,59.449013,136.5616,73.023651,48.601921,80.913116,54.280903,147.391525,212.970001,157.358688,160.992996
25/10/2021,163.21373,60.607475,136.581009,72.27726,48.280548,80.771011,54.563564,147.34198,212.869995,157.704697,161.721756
26/10/2021,163.652939,62.010818,138.52037,72.362289,48.739658,81.481522,54.3657,148.016037,209.809998,159.309814,161.298264
27/10/2021,160.244293,60.400269,137.531296,71.795403,48.326454,82.561501,54.214943,147.55014,206.610001,157.377899,159.880203
28/10/2021,162.659943,60.569801,138.355545,72.126083,48.482552,83.376228,51.746346,151.237656,207.850006,156.522491,161.958099
29/10/2021,162.211166,60.720505,138.656143,71.738716,48.657021,81.85099,50.879509,148.491852,207.029999,156.551331,164.745041
01/11/2021,162.125275,61.813026,138.316727,71.247421,48.620293,80.657326,51.162178,147.65918,214.580002,156.685898,163.799637
02/11/2021,162.764984,61.050144,139.69371,71.323006,48.271362,79.975235,51.548481,148.70993,212.770004,159.156036,165.276825
03/11/2021,162.82225,60.211903,140.653702,71.31356,48.611107,80.164711,51.934788,150.167099,213.380005,158.646622,169.875778
04/11/2021,160.683487,60.663994,140.915527,71.275764,47.610237,79.141563,51.680389,149.641708,213.029999,158.204529,172.771057
05/11/2021,160.454346,61.23851,141.613678,72.305588,47.968346,80.013138,53.10313,150.17778,224.460007,157.079956,174.80957
08/11/2021,161.418671,61.897797,140.556717,70.463242,48.050987,80.278381,52.942955,149.343903,222.679993,156.541718,169.235687
09/11/2021,160.196564,62.500572,140.983383,70.463242,47.968346,81.149956,53.470592,149.711182,220.789993,156.195694,171.175705
10/11/2021,160.043762,61.269283,142.370056,71.502518,48.298908,80.988899,54.808537,146.842255,218.5,157.887314,165.700272
11/11/2021,160.034241,61.383816,141.962784,70.926201,48.161171,81.481522,55.449242,146.792618,219.380005,156.724335,164.429932
12/11/2021,159.318146,60.916107,142.11792,70.614403,48.060165,81.888885,55.336182,148.897171,220.960007,158.598587,166.517654
15/11/2021,159.031693,61.44109,142.932465,71.691475,48.115261,83.36676,55.562309,148.907089,233.089996,157.166473,166.281311
16/11/2021,157.885941,62.061508,142.728836,71.247421,47.803066,82.125725,54.78027,149.899811,225.800003,156.349472,169.215958
17/11/2021,157.036163,61.383816,142.641586,71.190727,47.50005,82.580452,54.601254,152.371674,226.619995,156.935791,169.12735
18/11/2021,155.680344,60.715672,142.66095,71.039558,47.050121,83.376228,53.866322,156.719757,227.25,156.089981,168.743286
19/11/2021,153.646637,57.909439,142.370056,70.094765,46.701187,81.509956,53.282146,159.380234,214.130005,156.560959,172.219559
22/11/2021,156.921585,58.711216,143.320358,69.953049,47.325588,80.733116,52.584919,159.846802,209.899994,154.500275,171.589325
23/11/2021,160.67395,60.257511,144.910645,70.689987,47.518414,82.097305,52.283409,160.233978,209.130005,155.458054,169.531097
24/11/2021,159.41362,60.591583,144.154282,70.765572,47.43578,83.19622,52.264568,160.760101,210.600006,155.022705,169.412949
26/11/2021,154.610962,58.463047,143.000351,69.603462,47.564323,79.833122,52.707401,155.66748,199.210007,154.016556,165.463959
29/11/2021,153.942596,58.787582,144.503387,70.312065,47.43578,81.680466,52.198612,159.072479,198.5,154.548676,167.285782
